Device Name (ID),Node name,Device Type,Fleet,Plate No,Vehicle Type,SIM,SIM IP,ICCID,Wi-Fi IP,IMEI,Telephone,Chassis No,Installation date,Create date,Last Online Time,Last Offline Time,Access Mode,Channel Name,Terminal model,App version,Audio-video Count,Intercom Count,Input Number,Output Number,Cloud Recording Channel,Remarks
CBF-388_EVO4(9053077355),Central node,Hero-ME32-04,COLLOTAN,T6G-473,A1,,,8951101630727782441F,,868159053077355,,,,26/01/2023 09:12:00,19/03/2026 07:26:11,19/03/2026 07:32:01,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBF-945_EVO4(3070938267),Central node,ME30-04,NEWREST,,A1,,,8951101630976740603F,,861553070938267,,,,21/03/2025 15:23:09,19/03/2026 11:21:58,19/03/2026 11:26:49,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CBG-528_EVO4(3070935818),Central node,Hero-ME30-04,DEYFOR2,,A1,,,8951101630985226248F,,861553070935818,,1G4WX25E0300190,,19/06/2025 22:18:31,19/03/2026 09:52:43,19/03/2026 10:00:49,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CBG-827_EVO4(3073036143),Central node,Hero-ME30-04,RESITER,,A1,,,8951101132087660630F,,861553073036143,,1G4WX25J2100085,30/08/2024,12/01/2026 11:15:26,17/03/2026 16:13:56,17/03/2026 16:20:12,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CBJ-916_EVO(8048886316),Central node,ME31-08,VIVARGO,,A1,,,8951101630976740702F,,862708048886316,,,,19/03/2025 14:54:17,18/03/2026 13:51:52,18/03/2026 14:31:43,Offline,CH1;CH2;CH3;CH4;CH5;CH6,ME31-08N,P24112601.275,6,1,2,2,,
CBK-363_EVO(5048995110),Central node,Hero-MA80-08,SUSPENDIDO,,A1,,,8951101632640766212F,,861585048995110,,,12/03/2026,18/01/2022 17:16:00,31/01/2026 13:45:03,31/01/2026 13:49:07,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
CBK-392_EVO(9053655960),Central node,Hero-MA80-08,SUSPENDIDO,,A1,,,,,868159053655960,,,12/03/2026,22/09/2022 16:37:00,24/01/2026 11:29:38,24/01/2026 11:44:24,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
CBK-755_EVO(8045167181),Central node,Hero-MA80-08,DEFASA,,A1,,,8951101630722089784F,,862708045167181,,,,15/07/2023 16:48:00,19/03/2026 11:25:10,19/03/2026 11:20:26,3G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
CBL-739_EVO(5048991093),Central node,Hero-MA80-08,DEFASA,,A1,,,8951101630929358370F,,861585048991093,,,27/02/2026,18/01/2022 17:12:00,19/03/2026 10:44:31,19/03/2026 10:44:27,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
CBL-762_EVO(8048907427),Central node,ME31-08,SERVOSA_COMBUSTIBLE,,A1,,,8951101630994387197F,,862708048907427,,,28/04/2025,24/03/2025 09:53:13,19/03/2026 10:18:30,19/03/2026 10:16:34,Wi-Fi,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,T25070701.2422,8,1,8,2,,
CBL-868_EVO4(9053065681),Central node,Hero-ME32-04,EL PROGRESO,T8X-948,A1,,,8951101630727782730F,,868159053065681,,,,20/12/2022 12:08:00,19/03/2026 10:26:07,19/03/2026 10:51:39,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBL-910_EVO4(9053086976),Central node,Hero-ME32-04,EL PROGRESO,T8X-936,A1,,,8951101130031235061F,,868159053086976,,,,22/12/2022 08:32:00,18/03/2026 17:46:59,18/03/2026 17:47:55,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBM-780_EVO4(9053080813),Central node,Hero-ME32-04,EL PROGRESO,ACC-711,A1,,,8951101630727782581F,,868159053080813,,,,14/12/2022 11:03:00,19/03/2026 09:42:12,19/03/2026 09:44:26,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBO-675_EVO(8042336359),Central node,Hero-MA80-08,CAAS,,A1,,,,,,,,,21/01/2022 18:22:00,08/12/2025 09:38:26,08/12/2025 09:42:33,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,T25041102.709,8,1,2,2,,
CBO-792_EVO4(9053069543),Central node,Hero-ME32-04,NUMAY,,A1,,,8951101630727782490F,,868159053069543,,,,26/01/2023 09:13:00,19/03/2026 11:08:16,19/03/2026 11:12:22,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBP-569_EVO(8046885674),Central node,Hero-MA80-08,CAAS,,A1,,,,,,,,,22/03/2024 15:31:00,29/12/2025 10:00:41,29/12/2025 10:05:45,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24040901.649,8,1,2,2,,
CBP-893_EVO4(3072940386),Central node,Hero-ME30-04,TLI,,A1,,,8951101130044272473F,,861553072940386,,1G4WX25F0500213,19/07/2024,30/10/2025 09:56:35,19/03/2026 10:12:09,19/03/2026 10:28:08,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CBQ-759_EVO4(3072900075),Central node,Hero-ME30-04,TLI,,A1,,,8951101130044272499F,,861553072900075,,1G4WX25F0500128,19/07/2024,30/10/2025 09:56:35,18/03/2026 15:10:38,18/03/2026 15:19:53,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CBQ-833_EVO4(3070427162),Central node,ME32-04,RENOVA,,A1,,,8951101630918950294F,,861553070427162,,,05/01/2026,29/01/2025 15:50:38,19/03/2026 09:19:40,19/03/2026 09:29:00,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBR-819_EVO(8049356335),Central node,Hero-ME31-08,SANTA ROSA_ANTAPACCAY,,A1,,,8951101130044257409F,,862708049356335,,1G4WX25E0600098,,19/06/2025 22:34:12,17/03/2026 12:35:35,17/03/2026 13:26:21,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,T25070701.2422,8,1,2,2,,
CBS-226_EVO(8046991662),Central node,Hero-MA80-08,TECGU,,A1,,,,,,,,,02/11/2023 17:00:00,01/02/2024 09:41:24,01/02/2024 09:52:32,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
CBU-766_EVO(8047003152),Central node,Hero-MA80-08,ALFA,,A1,,,,,,,,,04/12/2023 14:05:00,18/03/2026 15:20:43,18/03/2026 15:27:53,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
CBU-787_EVO4(9053064700),Central node,Hero-ME32-04,NUMAY,,A1,,,8951101630757549066F,,868159053064700,,,,19/01/2023 09:39:00,19/03/2026 10:33:34,19/03/2026 10:35:09,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBV-732_EVO4(8046883620),Central node,ME32-04,GARCIA,,A1,,,8951101630929359642F,,862708046883620,,,,22/11/2024 11:31:35,19/03/2026 11:27:23,19/03/2026 10:54:56,4G,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBV-740_EVO4(9053073347),Central node,Hero-ME32-04,ACUARIO,M3Z-848,A1,,,8951101130031238578F,,868159053073347,,,,08/02/2023 09:01:00,19/03/2026 10:22:50,19/03/2026 11:07:31,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CBW-462_EVO(5047564396),Central node,Hero-MA80-08,VILLA REAL,,A1,,,,,,,,,31/08/2021 09:59:00,,30/01/2022 10:54:00,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,,,8,1,2,2,,
CBW-516_EVO(5047575806),Central node,Hero-MA80-08,VILLA REAL,,A1,,,,,,,,,31/08/2021 10:00:00,17/08/2023 12:02:58,17/08/2023 12:06:02,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P21070299,8,1,2,2,,
CBX-711_EVO(8046989823),Central node,Hero-MA80-08,ALFA,,A1,,,,,,,,,03/11/2023 17:50:00,16/03/2026 18:01:58,16/03/2026 18:03:59,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P23053101.511,8,1,2,2,,
CBX-799_EVO(9053657966),Central node,Hero-MA80-08,NOATUM,BUP-759,A1,,,,,868159053657966,,,,23/09/2022 07:34:00,19/03/2026 11:18:24,19/03/2026 11:16:22,4G,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
CBX-909_EVO(5043026267),Central node,Hero-MA80-08,NOATUM,BUP-942,A1,,,,,,,,,25/04/2022 11:53:00,19/03/2026 11:11:38,19/03/2026 11:16:58,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08,P23060201.511,8,1,2,2,,
CBY-796_EVO(8042261730),Central node,Hero-MA80-08,NOATUM,VBT-932,A1,,,8951101639655322948F,,862708042261730,,,,21/01/2022 18:30:00,19/03/2026 11:03:43,19/03/2026 11:15:14,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
CBY-905_EVO(6062890607),Central node,Hero-MA80-08,NOATUM,,A1,,,8951101630733579518F,,864086062890607,,,,23/02/2023 09:27:00,18/03/2026 23:23:04,18/03/2026 23:53:55,Offline,DMS;ADAS;DOMO;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24112702.685,8,1,2,2,,
CCB-733_EVO4(6063461143),Central node,Hero-ME32-04,TRANSGROUP CAJAM,,A1,,,8951101630726513011F,,864086063461143,,,,05/07/2023 15:48:00,19/03/2026 11:25:31,19/03/2026 09:57:35,4G,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCB-775_EVO4(6063461853),Central node,Hero-ME32-04,TRANSGROUP CAJAM,,A1,,,8951101630918951078F,,864086063461853,,,,10/05/2023 09:49:00,19/03/2026 10:11:29,19/03/2026 10:16:57,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCC-883_EVO(8048877984),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951219F,,862708048877984,,,,31/01/2025 11:39:09,19/03/2026 11:07:04,19/03/2026 11:11:51,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCC-915_EVO(8048896778),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918950336F,,862708048896778,,,,31/01/2025 11:31:08,18/03/2026 16:39:09,18/03/2026 16:54:13,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCC-916_EVO(8048895085),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,,,862708048895085,,,,31/01/2025 11:34:50,19/03/2026 07:36:07,19/03/2026 07:50:42,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCD-824_EVO(8048890300),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951201F,,862708048890300,,,,31/01/2025 11:38:07,19/03/2026 09:04:15,19/03/2026 09:08:35,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCD-862_EVO(8048877927),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918950344F,,862708048877927,,,,31/01/2025 11:27:46,19/03/2026 11:26:26,19/03/2026 10:53:50,4G,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCD-884_EVO(3070389198),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951052F,,861553070389198,,,,31/01/2025 11:12:00,19/03/2026 10:15:30,19/03/2026 11:08:21,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCD-898_EVO(8048878990),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101132087660614F,,862708048878990,,,,31/01/2025 11:33:46,19/03/2026 10:18:56,19/03/2026 10:26:24,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCE-745_EVO(3070380064),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951037F,,861553070380064,,,,31/01/2025 11:13:09,19/03/2026 10:53:52,19/03/2026 10:55:58,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCE-782_EVO4(3070275231),Central node,Hero-ME32-04,SUSPENDIDO,,A1,,,8951101630882251489F,,861553070275231,,,07/02/2026,11/07/2024 17:28:00,05/01/2026 16:30:47,05/01/2026 16:43:06,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCE-814_EVO4(3073074169),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101139058241506F,,861553073074169,,1G4WX25J2100027,06/02/2026,12/01/2026 11:15:27,15/03/2026 15:52:40,15/03/2026 22:41:15,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCE-817_EVO4(9053077702),Central node,Hero-ME32-04,MULT. TRNSP. CAJAMARCA,,A1,,,8951101630929357372F,,868159053077702,,,,25/03/2023 10:11:00,19/03/2026 11:09:19,19/03/2026 08:50:40,4G,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCE-839_EVO(3070381658),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951193F,,861553070381658,,,,30/01/2025 16:19:51,19/03/2026 11:00:53,19/03/2026 11:09:57,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCE-852_EVO4(3073074508),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101132087660093F,,861553073074508,,1G4WX25J2100162,19/02/2026,12/01/2026 11:15:26,19/03/2026 09:22:03,19/03/2026 09:20:07,4G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCE-867_EVO4(6063461523),Central node,Hero-ME32-04,EVO_DESINSTALADO,BUI-816,A1,,,,,,,,,09/05/2023 16:19:00,15/07/2025 07:03:38,15/07/2025 07:05:55,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P23022101.1333,4,1,2,2,,
CCE-870_EVO4(9050383004),Central node,Hero-ME32-04,DCR-ORICA,,A1,,,,,,,,,01/02/2023 14:16:00,10/03/2026 11:39:18,10/03/2026 11:42:16,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P22040101.542,4,1,2,2,,
CCE-921_EVO(3070391939),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951334F,,861553070391939,,,,31/01/2025 11:21:33,19/03/2026 08:06:25,19/03/2026 08:38:02,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCE-922_EVO(8048904580),Central node,ME31-08,HAGEMSA_BAMBAS,,A1,,,8951101630928866621F,,862708048904580,,,,21/02/2025 14:51:44,19/03/2026 10:02:09,19/03/2026 10:17:55,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P24122702.1948,8,1,4,4,,
CCE-948_EVO(8048877992),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630976737112F,,862708048877992,,,,31/01/2025 11:34:17,19/03/2026 11:30:12,19/03/2026 11:28:40,4G,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCF-825_EVO(8048907690),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918950245F,,862708048907690,,,,31/01/2025 11:21:03,19/03/2026 10:39:18,19/03/2026 10:57:23,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCF-830_EVO(3070380007),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918951292F,,861553070380007,,,,31/01/2025 11:15:43,15/03/2026 13:15:50,15/03/2026 13:27:07,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCF-856_EVO(8049366839),Central node,Hero-ME31-08,HAGEMSA,,A1,,,8951101132087660366F,,862708049366839,,1G4WX25E0600022,,19/06/2025 22:34:12,18/03/2026 16:28:48,18/03/2026 16:42:47,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,P25042601.2163,8,1,2,2,,
CCF-863_EVO4(9053066929),Central node,Hero-ME32-04,DCR-YANACOCHA,BUR-717,A1,,,8951101630736595016F,,868159053066929,,,,25/01/2023 11:30:00,19/03/2026 11:27:59,19/03/2026 11:30:18,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCF-916_EVO(8048907815),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630928866555F,,862708048907815,,,,31/01/2025 11:23:37,18/03/2026 10:47:39,18/03/2026 10:52:08,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCG-705_EVO(8048878677),Central node,MA80-08,HAGEMSA_BAMBAS,,A1,,,8951101630918950096F,,862708048878677,,,,31/01/2025 11:32:50,18/03/2026 17:00:09,18/03/2026 17:37:51,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V3,P24072901.685,8,1,2,2,,
CCG-716_EVO4(3073033512),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101132087660176F,,861553073033512,,1G4WX25J2100137,10/02/2026,12/01/2026 11:15:27,19/03/2026 07:50:28,19/03/2026 07:50:02,4G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCG-722_EVO4(6063467355),Central node,Hero-ME32-04,5.- Averiados_legacy,,A1,,,,,,,,,05/07/2023 15:48:00,06/09/2025 12:29:35,06/09/2025 12:29:39,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
CCG-733_EVO4(9053084328),Central node,Hero-ME32-04,DCR-YANACOCHA,VCX-755,A1,,,8951101630757547102F,,868159053084328,,,,25/01/2023 11:27:00,19/03/2026 10:54:02,19/03/2026 11:03:23,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCG-734_EVO4(9053081795),Central node,Hero-ME32-04,DCR-YANACOCHA,BZJ-710,A1,,,8951101630985222932F,,868159053081795,,,,08/04/2023 11:09:00,19/03/2026 10:58:03,19/03/2026 11:00:11,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCG-749_EVO(8048889617),Central node,ME31-08,HAGEMSA_BAMBAS,,A1,,,8951101630918947787F,,862708048889617,,,,21/02/2025 14:43:06,16/03/2026 15:39:12,16/03/2026 15:15:34,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME31-08N,P24122702.1948,8,1,2,2,,
CCG-769_EVO4(3072928621),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101139058242991F,,861553072928621,,1G4WX25F0500125,19/07/2024,30/10/2025 09:56:35,19/03/2026 10:57:16,19/03/2026 10:50:54,3G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCH-692_EVO4(9053063843),Central node,Hero-ME32-04,HESAM,,A1,,,8951101630985226164F,,868159053063843,,,,04/04/2023 16:40:00,07/02/2026 16:40:37,07/02/2026 16:52:32,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCH-792_EVO4(3073038131),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101132087660101F,,861553073038131,,1G4WX25J2100072,16/02/2026,12/01/2026 11:15:26,19/03/2026 11:14:45,19/03/2026 11:18:21,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCH-793_EVO4(6063460509),Central node,Hero-ME32-04,DCR-YANACOCHA,BUQ-896,A1,,,8951101630726512872F,,864086063460509,,,,11/07/2023 12:40:00,19/03/2026 11:18:20,19/03/2026 11:25:35,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCI-861_EVO(8045658726),Central node,Hero-MA80-08,SUSPENDIDO,,A1,,,8951101130044258837F,,862708045658726,,,07/02/2026,25/08/2023 08:40:00,04/03/2026 10:59:16,04/03/2026 11:57:22,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24112702.685,8,1,2,2,,
CCJ-684_EVO4(3070955931),Central node,ME30-04,SAGITARIO,,A1,,,8951101630880937105F,,861553070955931,,,,26/02/2025 14:48:23,19/03/2026 10:05:35,19/03/2026 10:40:27,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCJ-932_EVO(6063456515),Central node,Hero-MA80-08,YUSDELAN,,A1,,,8951101630976737096F,,864086063456515,,,,11/05/2023 18:38:00,18/03/2026 18:13:20,18/03/2026 18:27:39,Offline,CH1;CH2;CH3;CH4;;;;,MA80-08V2,P24112702.685,8,1,2,2,,
CCL-927_EVO4(3072941772),Central node,Hero-ME30-04,UCHUCARCCO,,A1,,,8951101139058244807F,,861553072941772,,1G4WX25F0500205,30/01/2026,30/10/2025 09:56:35,19/03/2026 11:28:36,19/03/2026 11:28:35,3G,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCM-915_EVO(8049370294),Central node,Hero-ME31-08,SANTA ROSA_ANTAPACCAY,,A1,,,8951101130044257698F,,862708049370294,,1G4WX25E0600032,02/01/2026,19/06/2025 22:34:12,19/03/2026 05:47:38,19/03/2026 06:03:15,Offline,DMS;ADAS;CABINA;SALON;POSTERIOR;LATERAL;LATERAL;CH8,ME31-08N,T25070701.2422,8,1,2,2,,
CCN-703_EVO(3072940790),Central node,Hero-ME31-08,SANTA ROSA_ANTAPACCAY,,A1,,,8951101632937163537F,,861553072940790,,1G4WX25F2600019,19/07/2024,30/10/2025 10:41:44,19/03/2026 08:54:22,19/03/2026 08:55:42,Offline,"CH1;CH2;CH3;CH4,CH5;CH6;CH7;CH8;CH8",ME31-08N,T25070701.2422,8,1,8,2,,
CCN-766_EVO4(3070923665),Central node,Hero-ME30-04,EVO_DESINSTALADO,,A1,,,8951101630985225232F,,861553070923665,,1G4WX25E0300018,07/01/2026,19/06/2025 22:18:31,07/01/2026 09:44:11,07/01/2026 09:46:22,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCN-815_EVO4(3072900133),Central node,Hero-ME31-08,SANTA ROSA_ANTAPACCAY,,A1,,,8951101630985224706F,,861553072900133,,1G4WX25F0500127,,07/08/2025 15:53:54,19/03/2026 09:42:05,19/03/2026 09:59:07,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME40-04NA,P25032001.A2078,8,1,8,2,,
CCN-836_EVO4(3070925884),Central node,Hero-ME30-04,SANTA ROSA,,A1,,,8951101630985225349F,,861553070925884,,1G4WX25E0300075,,19/06/2025 22:18:31,19/03/2026 11:07:11,19/03/2026 11:14:32,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCN-840_EVO4(3070956590),Central node,Hero-ME30-04,SANTA ROSA,,A1,,,8951101630985224839F,,861553070956590,,1G4WX25E0300115,,19/06/2025 22:18:31,19/03/2026 11:19:34,19/03/2026 11:22:19,Offline,CH1;CH2;CH3;CH4,ME40-04NA,P25032001.A2078,4,1,2,2,,
CCN-841_EVO4(3072940527),Central node,Hero-ME31-08,SANTA ROSA_ANTAPACCAY,,A1,,,8951101630985224698F,,861553072940527,,1G4WX25F0500126,,07/08/2025 15:53:54,19/03/2026 06:39:29,17/03/2026 13:26:24,Offline,DMS;ADAS;CH3;CH4;CH5;CH6;CH7;CH8,ME40-04NA,P25032001.A2078,8,1,8,2,,
CCO-182_EVO4(6063459360),Central node,Hero-ME32-04,J & S GROUP,,A1,,,,,,,,,11/07/2023 13:18:00,30/06/2025 11:03:21,30/06/2025 11:12:20,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
CCO-276_EVO4(6062893254),Central node,Hero-ME32-04,EVO_DESINSTALADO,,A1,,,,,,,,,08/07/2023 12:06:00,01/04/2025 07:56:37,01/04/2025 07:59:43,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25022110.A2021,4,1,2,2,,
CCO-875_EVO4(9053077843),Central node,Hero-ME32-04,MULTITRAC,,A1,,,,,868159053077843,,,,07/02/2023 13:46:00,11/03/2026 14:49:43,11/03/2026 16:01:29,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCO-917_EVO4(9053067232),Central node,Hero-ME32-04,MULTITRAC,,A1,,,8951101630918948512F,,868159053067232,,,,22/03/2023 10:53:00,19/03/2026 09:29:49,19/03/2026 10:11:16,Offline,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCP-909_EVO4(9053087420),Central node,Hero-ME32-04,MULTITRAC,D6P-950,A1,,,8951101630976741221F,,868159053087420,,,,25/03/2023 10:13:00,19/03/2026 07:44:45,19/03/2026 08:21:45,Offline,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCR-796_EVO4(9053064668),Central node,Hero-ME32-04,MULTITRAC,,A1,,,8951101630976741726F,,868159053064668,,,12/02/2026,22/12/2022 15:17:00,19/03/2026 11:16:38,19/03/2026 10:28:41,4G,CH1;CH2;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCR-906_EVO4(9050383459),Central node,Hero-ME32-04,GEOTEC_YANACOCHA,M7S-878,A1,,,8951101632937165458F,,868159050383459,,,05/01/2026,22/11/2022 14:58:00,19/03/2026 10:29:20,19/03/2026 10:21:47,4G,DMS;ADAS;CH3;CH4,ME41-04NA,P25082201.A2673,4,1,2,2,,
CCR-909_EVO(9053659160),Central node,Hero-MA80-08,TRANSCORD,,A1,,,,,868159053659160,,,,13/07/2022 12:30:00,19/03/2026 10:06:27,19/03/2026 10:12:13,Offline,CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8,MA80-08V2,P24040901.649,8,1,2,2,,
